#,phrase,freq
5, empty our e male ,616220
4, empty our e mail ,604109
7, empty our email ,489482
6, empty our e-mail ,488746
1, empty hour e male ,214610
0, empty hour e mail ,202499
3, empty hour email ,87872
2, empty hour e-mail ,87136
